term,term_id,df
100:1,32683,3
fibrillar,32684,3
monoclinic,32685,6
polars,32686,6
compensator,32687,12
morphologically,32688,3
blunt,32689,5
stepped,32690,4
acicular,32691,3
filiform,32692,3
biopyribole,32693,3
morphological,32694,6
clues,32695,3
splitting,32696,4
striation,32697,3
fraying,32698,3
curvature,32699,3
augmented,32700,4
40×,32701,3
birefringent,32702,10
magnifications,32703,3
400×,32704,3
wavy,32705,6
darkfield,32706,6
rotate,32707,9
perpendicular,32708,10
straw,32709,3
strawyellow,32710,3
1index,32711,3
n=1.670,32712,5
n=1.690,32713,5
n=1.605,32714,5
n=1.620,32715,7
rotated,32716,6
tapping,32717,3
occluded,32718,3
tempered,32719,3
magnification,32720,4
metallurgical,32721,3
grainsize,32722,3
160×,32723,3
clumps,32724,3
microvisual,32725,6
r=(microvisual,32726,3
percent)×,32727,2
2)×,32728,2
r=(5)×,32729,2
30)×,32730,3
60)=0.9,32731,3
quanta,32732,3
filament,32733,3
vectors,32734,3
2.99×,32735,3
slowing,32736,4
crystallography,32737,3
unequal,32738,3
angles,32739,3
orthorhombic,32740,3
symmetrical,32741,6
lengthfast,32742,3
lengthslow,32743,2
polarizers,32744,3
compensates,32745,3
axes,32746,6
blink,32747,3
blinks,32748,3
aligns,32749,4
cue,32750,3
angular,32751,3
tabulated,32752,3
birefringence,32753,6
retarded,32754,3
suppressed,32755,4
destructive,32756,4
thicknesses,32757,3
retardations,32758,3
michellevy,32759,3
r=t(n,32760,2
r=retardation,32761,2
t=crystal,32762,2
shades,32763,3
magenta,32764,3
redmagenta,32765,3
fullwave,32766,3
vibrating,32767,3
vibrates,32768,3
vibrate,32769,3
subtractive,32770,3
appreciably,32771,3
weaker,32772,3
imaged,32773,3
oversized,32774,3
readout,32775,3
frayed,32776,3
bluish,32777,3
bluishwhite,32778,3
yellowwhite,32779,3
straw-yellow,32780,3
outcropping,32781,3
id160,32782,3
dana's,32783,3
textbook,32784,4
son,32785,6
d.h.k,32786,5
h.m,32787,3
london,32788,3
48410,32789,3
zeolites,32790,3
endemic,32791,4
cappadocia,32792,3
occ,32793,3
asbestos_1972,32794,3
5.12,32795,3
8367,32796,3
5.13,32797,3
mefford,32798,3
dcm,32799,3
5.14,32800,3
w.a,32801,3
howie,32802,3
zussman,32803,3
longman,32804,3
thetford,32805,3
uk,32806,3
5.15,32807,3
p.f,32808,3
mcgraw,32809,3
mcgrawhill,32810,3
5.16,32811,3
veblen,32812,3
d.r,32813,3
pyriboles_mineralogy,32814,2
5.17,32815,3
5.18,32816,3
5.19,32817,3
5.20,32818,3
5.21,32819,3
levadie,32820,3
5.22,32821,3
wylie,32822,3
riordan,32823,3
p.h,32824,3
aime,32825,3
5.23,32826,3
1915_[amended,32827,1
spill/emergency,32828,2
building/vessel,32829,5
crumbles,32830,2
disintegrates,32831,2
surfactant,32832,4
loadsupporting,32833,2
razing,32834,2
crumbled,32835,4
g)(6)(2,32836,1
f)(iii,32837,1
k)(4,32838,4
overhauling,32839,2
reconstructing,32840,2
reconditioning,32841,2
breeching,32842,2
f)(2)(iii,32843,6
prediction,32844,2
4)(i,32845,2
compliance_(1,32846,2
ventilator,32847,2
manometric,32848,4
breaches,32849,5
smoketested,32850,2
deactivated,32851,6
groundfault,32852,4
interrupters,32853,4
glovebags,32854,2
collapsed,32855,3
glovebag/box,32856,2
disconnected,32857,5
g)(5)(ii)(b)(2,32858,1
bagged,32859,10
doublebagged,32860,4
framing,32861,2
nozzles,32862,2
collide,32863,2
jobmade,32864,2
hepavacuumed,32865,2
redirect,32866,2
omit,32867,3
supportm,32868,1
n3653,32869,2
f)(4)(iii,32870,3
flooring/deck,32871,4
g)(8)(i)(i,32872,2
delamination,32873,4
rip,32874,2
ripup,32875,2
g)(5)(iv,32876,2
buildings/vessels,32877,2
nails,32878,2
g)(5)(ii,32879,2
g)(8)(iv,32880,2
e)(4)(iii,32881,1
auxiliar76y,32882,1
halffacepiece,32883,2
h)(2)(iii,32884,3
wholebody,32885,2
tears,32886,5
mended,32887,2
worksuit,32888,2
locker,32889,2
hepaequipped,32890,2
floor/deck,32891,1
flooring/decking,32892,1
employer/owner,32893,1
buildings/facilities/vessels,32894,2
rooms/areas,32895,3
k)(2,32896,1
owner/or,32897,2
k)(5,32898,2
pt,32899,1
subpt,32900,2
k)(8)(v,32901,1
k)(8)(iii,32902,2
housekeeping_(1,32903,2
consultations_(i,32904,1
m)(1)(i,32905,2
m)(2)(i,32906,1
fev(1,32907,2
recordkeeping_(1,32908,2
1910.20(a,32909,2
1926.32,32910,3
p)(3)(i,32911,2
f)(6,32912,3
stateapproved,32913,3
19101001,32914,1
method._mandatory,32915,1
openfaced,32916,1
37mm,32917,1
liter/min,32918,1
liters/min,32919,1
darkens,32920,1
started,32921,4
dislodging,32922,1
hse,32923,1
grooved,32924,1
grooves,32925,1
invisible,32926,1
acetone/triacetin,32927,1
recounts,32928,1
intralaboratory,32929,1
laboratorytolaboratory,32930,1
1915.1001_detailed,32931,1
oh)2,32932,1
ac_1.645(cv)(ac,32933,2
0.01mm,32934,2
500-μ,32935,1
e:graphicser10au94.027,32936,1
bfb,32937,1
bfl,32938,1
eca,32939,1
mfa,32940,1
e:graphicser10au94.028,32941,1
e:graphicser10au94.029,32942,1
avg,32943,4
1977.pp.239,32944,1
x))2+b(log,32945,1
antilog,32946,1
x))2^0.973343(log,32947,1
e:graphicser10au94.030,32948,1
e:graphicser10au94.031,32949,1
e:graphicser10au94.032,32950,1
mm/2)2=0.00785,32951,2
e:graphicser10au94.008,32952,1
1915.1001_qualitative,32953,1
isoamyl,32954,2
1liter,32955,1
jars,32956,2
lids,32957,3
odorfree,32958,1
iaa,32959,6
isopentyl,32960,1
jar,32961,3
recirculating,32962,1
dropper,32963,1
peeled,32964,1
banana,32965,2
bottles,32966,7
unscrew,32967,1
sniff,32968,1
conductor,32969,9
olfactory,32970,3
comfortable,32971,6
fittest,32972,2
strap,32973,1
subject's,32974,3
donned,32975,1
straps,32976,2
adept,32977,1
talk,32978,4
cheeks,32979,1
chin,32980,1
selfobservation,32981,1
z88.2,32982,2
told,32983,2
seat,32984,3
sidetoside,32985,1
breaths,32986,3
inverted,32987,1
hook,32988,1
masks,32989,5
taped,32990,1
breathe,32991,4
inhale,32992,3
bump,32993,3
shoulders,32994,3
nod,32995,3
upanddown,32996,3
talking,32997,4
aloud,32998,3
facial,32999,7
jogging,33000,4
raindrops,33001,4
prism,33002,4
beautiful,33003,4
arch,33004,4
legend,33005,4
pot,33006,4
friends,33007,4
towel,33008,2
ply,33009,1
hang,33010,1
bananalike,33011,1
c(4,33012,1
c(8,33013,1
faceseal,33014,2
smelling,33015,1
selfsealing,33016,1
atmospheres,33017,3
1aa,33018,1
qlft,33019,1
scarring,33020,4
extractions,33021,4
prothesis,33022,4
dentures,33023,4
reconstructive,33024,4
saccharin,33025,5
threequarter,33026,1
nebulizer,33027,1
devilbiss,33028,1
0.83,33029,1
squeezed,33030,1
squeezes,33031,2
tasted,33032,1
shaken,33033,1
iib,33034,1
b8,33035,1
b10,33036,2
replenished,33037,1
c9,33038,1
acidgas,33039,1
stannic,33040,2
oxychloride,33041,1
5645,33042,1
reacts,33043,2
evoke,33044,1
b4,33045,1
b9,33046,1
nonpowered,33047,1
inspiration,33048,1
lag,33049,1
interchangeable,33050,1
comfo,33051,1
iim,33052,1
survivair,33053,1
scottm,33054,1
port(s,33055,1
squirted,33056,1
her/his,33057,2
canister,33058,2
tetrachloride,33059,2
4.b,33060,1
tightened,33061,2
overtightened,33062,1
db,33063,1
pausing,33064,1
hyperventilate,33065,1
ud,33066,1
loud,33067,1
grimace,33068,1
smile,33069,1
frown,33070,1
contort,33071,1
muscles,33072,1
toes,33073,1
waist,33074,1
upright,33075,1
jog,33076,1
halfmasks,33077,1
refitted,33078,1
4.h,33079,1
graphically,33080,1
qnft,33081,1
cartridges/canisters,33082,1
1915.1001_medical,33083,2
hires,33084,1
periodical,33085,1
e:graphicser10au94.009,33086,1
e:graphicser10au94.010,33087,1
e:graphicser10au94.011,33088,1
e:graphicser10au94.012,33089,1
e:graphicser10au94.013,33090,1
e:graphicser10au94.014,33091,1
e:graphicser10au94.015,33092,1
e:graphicser10au94.016,33093,1
e:graphicser10au94.017,33094,1
e:graphicser10au94.018,33095,1
e:graphicser10au94.019,33096,1
e:graphicser10au94.020,33097,1
e:graphicser10au94.021,33098,1
e:graphicser10au94.022,33099,1
e:graphicser10au94.023,33100,1
1915.1001_interpretation,33101,1
roentgenograms,33102,1
roentgenographic,33103,1
csd/niosh,33104,1
breader,33105,1
eligible/certified,33106,1
radiologist,33107,1
pneumoconioses,33108,1
ilo,33109,1
ilou/c,33110,1
1915.1001_work,33111,2
deactivation,33112,2
1915.1001(f)(1,33113,1
mils,33114,2
detached,33115,2
outofthe-way,33116,2
alarms,33117,4
sprayers,33118,2
saturate,33119,2
1/4,33120,3
pint,33121,2
50/50,33122,2
polyoxyethylene,33123,2
polyglycol,33124,2
grills,33125,3
pressurizing,33126,2
elevator,33127,3
penetrations,33128,2
watertight,33129,2
unencumbered,33130,2
walking,33131,2
optimizes,33132,2
escaping,33133,2
exits,33134,2
airlock,33135,2
vestibule,33136,3
spans,33137,2
staggered,33138,2
wallto,33139,1
disconnects,33140,2
doorway,33141,3
manometers,33142,2
differentials,33143,2
awkward,33144,2
drag,33145,2
airlocks,33146,2
doorways,33147,2
vestibules,33148,2
eddies,33149,2
wiping,33150,4
1915.1001_substance,33151,2
magnesiumsilicate,33152,2
heatresistant,33153,2
beams,33154,3
crawlspaces,33155,2
breathable,33156,2
fluffy,33157,2
proofing,33158,3
inhaling,33159,2
ingesting,33160,7
abdominal,33161,4
airsupplied,33162,2
snugly,33163,2
cuttings,33164,2
wetsweeping,33165,2
flattened,33166,3
6mil,33167,2
plasticlined,33168,2
trowled,33169,2
trowledon,33170,2
peritoneal,33171,1
fibrotic,33172,1
esophageal,33173,1
buccal,33174,1
feelings,33175,1
worsens,33176,1
radiologic,33177,1
inspiratory,33178,1
endinspiratory,33179,1
crackles,33180,1
rales,33181,1
fibrosing,33182,1
sates,33183,1
individualized,33184,3
fyc,33185,1
exposurerelated,33186,1
1915.1001_smoking,33187,1
peachtree,33188,2
30026,33189,1
audiovisual,33190,1
oahu,33191,1
spanishspeaking,33192,1
daytime,33193,1
1915.1001_polarized,33194,1
mechanicalstage,33195,1
n=1.585,33196,2
n=1.590,33197,2
n=1.680,33198,2
coce,33199,1
e:graphicser10au94.024,33200,1
5)×,33201,1
t(n,33202,1
1926_[amended,33203,1
6653,33204,1
areas_(1,33205,1
g)(5)(ii)(b,33206,1
g)(5)of,33207,1
clothing_(1,33208,1
m2aterials,33209,1
k)(2)(i,33210,1
room/areas,33211,1
k)(8)(vi,33212,1
consultations-(i,33213,1
m)(2)(i)(a,33214,1
m)(2)(i)(c,33215,1
person_(1,33216,1
o)(4)(i,33217,1
ac=estimate,33218,1
limit=0,33219,1
0=ac_1.645(cv)(ac,33220,1
cv=0.61,33221,1
e:graphicser10au94.033,33222,1
eca/(1000×,33223,1
e:graphicser10au94.034,33224,1
e:graphicser10au94.035,33225,1
1_239,33226,1
1_iii,33227,1
b=0.973343,33228,1
x))2,33229,1
e:graphicser10au94.036,33230,1
e:graphicser10au94.037,33231,1
e:graphicser10au94.038,33232,1
e:graphicser10au94.025,33233,1
operations._non,33234,1
g)(5)(i,33235,1
walltofloor,33236,1
1926.1101_polarized,33237,1
1x3,33238,1
22x22,33239,1
e:graphicser10au94.026,33240,1
pyriboles,33241,1
18863,33242,1
1_migrant,33243,2
leas,33244,5
educationally,33245,2
deprived,33246,2
mep,33247,8
adjournments,33248,1
200.90,33249,3
wendy,33250,1
0982,33251,1
6135,33252,1
1394,33253,1
11444,33254,1
assessments_under,33255,1
standards_to,33256,1
yearly,33257,4
lea,33258,6
200.90(b,33259,3
201.57(b,33260,3
sea's,33261,4
lea's,33262,5
200.90(c,33263,2
201.57(c,33264,2
200.80(a,33265,2
306(c,33266,2
1021(a,33267,2
1019(a)(3,33268,2
1021(a)(2,33269,2
1021(b,33270,1
schoolwide,33271,2
1015(e,33272,2
1012(b,33273,2
1019(b,33274,2
1202(a)(6,33275,2
10235,33276,1
chenok,33277,1
stateadministered,33278,1
84.010,33279,1
84.011,33280,1
84.012,33281,1
programs_state,33282,1
200_chapter,33283,1
2701,33284,1
2731,33285,1
2821,33286,1
2838,33287,1
2851,33288,1
2854,33289,1
2881,33290,1
2901,33291,1
200.80,33292,1
200.35(a)(1)(i)(b,33293,2
undesignated,33294,2
2729(a,33295,1
2835,33296,1
201_chapter,33297,1
2781,33298,1
2782,33299,1
201.57,33300,1
201.51(a)(1)(ii,33301,1
201.52(b)(1,33302,1
201.53,33303,1
201.55,33304,1
2722,33305,1
2729,33306,1
rule_analysis,33307,1
revisited,33308,3
1019(a,33309,1
to_use,33310,1
were_the,33311,1
200.90(b)(1,33312,1
policyoriented,33313,1
fiat,33314,1
predicated,33315,2
nation_i.e,33316,1
normed,33317,4
norms_even,33318,1
defending,33319,1
reforming,33320,1
premised,33321,1
normreferenced,33322,2
system_for,33323,1
math,33324,1
relaxed,33325,1
skewed,33326,1
postnormreferenced,33327,1
augmenting,33328,1
200.81,33329,1
grappling,33330,1
mastered,33331,1
200.6,33332,1
frustrate,33333,2
200.35(a)(1)(ii,33334,1
19433,33335,1
renee,33336,2
poehls,33337,2
m/as/iss/rm,33338,2
930b,33339,2
n.s,33340,2
20523,33341,3
aid's,33342,2
cip,33343,1
usaid/cairo,33344,1
usaid's,33345,1
jeffery,33346,2
19467,33347,1
6116,33348,2
0412,33349,1
0510,33350,1
collection_requirements,33351,1
635(b,33352,1
a.i.d,33353,1
prudently,33354,1
usaid,33355,1
39600,33356,1
19466,33357,1
tariffrate,33358,2
syrups,33359,2
molasses,33360,2
1322978,33361,2
kessel,33362,1
2916,33363,1
1701.11.01,33364,1
1701.12.01,33365,1
1701.91.21,33366,1
1701.99.01,33367,1
1702.90.31,33368,1
1806.10.41,33369,1
2106.90.11,33370,1
gatt,33371,2
untied,33372,1
b)(i,33373,1
a)(ii,33374,1
2268000,33375,1
28545,33376,1
14month,33377,1
1320712,33378,1
84680,33379,1
1656,33380,1
espy,33381,2
19567,33382,1
hayfork,33383,1
hershel,33384,1
conservationist,33385,1
2121,33386,1
95616,33387,1
757,33388,1
8261,33389,1
shade,33390,1
anadromous,33391,1
redirecting,33392,1
crmp,33393,1
landusers,33394,1
romeo,33395,1
rivera,33396,1
10.904,33397,1
19475,33398,1
827,33399,1
cased,33400,1
pencils,33401,1
kristin,33402,2
heim,33403,2
30911,33404,1
735(a)(2,33405,1
353.38(f,33406,1
353.20(b)(2,33407,1
19537,33408,1
583,33409,2
822,33410,3
threaded,33411,3
karla,33412,1
whalen,33413,1
0186,33414,2
6309,33415,1
psi,33416,3
forging,33417,1
machining,33418,1
tees,33419,1
reducers,33420,1
90degree,33421,1
45degree,33422,1
halfcouplings,33423,1
hex,33424,1
bushings,33425,2
locknuts,33426,1
spuds,33427,1
nipples,33428,1
7307.19.9030,33429,1
7307.19.9060,33430,1
7307.19.9080,33431,1
7307.22.1000,33432,1
7307.22.5000,33433,1
7307.29.0090,33434,1
33432,33435,1
353.17(a,33436,1
734(a)(1,33437,1
19538,33438,1
castings,33439,2
individuallynamed,33440,1
manufacturers/exporters,33441,1
01-29-1992,33442,4
futtner,33443,1
6312/3814,33444,1
353.22(a,33445,1
12797,33446,1
manhole,33447,1
grates,33448,1
cleanout,33449,1
7325.10.0010,33450,1
7325.10.0050,33451,1
encase,33452,1
8306.29.0000,33453,1
8310.00.0000,33454,1
foundry,33455,1
fonderie,33456,1
laperle/laperle,33457,1
laperle,33458,2
penticton,33459,2
titan,33460,2
laperle's,33461,2
laid,33462,1
spain,33463,2
24335,33464,1
27187,33465,1
8780,33466,1
telephones,33467,3
48011,33468,1
coldrolled,33469,1
corrosionresistant,33470,1
cuttolength,33471,1
37099,33472,1
interlocking,33473,1
consolidating,33474,3
uncooperative,33475,2
antifriction,33476,2
tapered,33477,2
roller,33478,2
bearings,33479,3
39729,33480,1
34110,33481,1
01-25-1986,33482,1
1manufacturer/exporter,33483,1
appraisement,33484,1
353.22(e,33485,1
353.26,33486,1
751(a)(1,33487,1
1675(a)(1,33488,1
353.22(c,33489,1
19539,33490,1
phthalic,33491,2
anhydride,33492,2
kimberly,33493,1
hardin,33494,2
0371,33495,1
27532,33496,1
oxidaciones,33497,2
organicas,33498,2
oxidor,33499,3
orthoxylene,33500,4
naphthalene,33501,2
polyester,33502,3
alkyd,33503,2
flaked,33504,2
molten,33505,3
2917.35.00,33506,2
18992,33507,1
19033,33508,1
alliedsignal,33509,1
1185,33510,1
krupp,33511,1
stahl,33512,1
52.00,33513,1
hungary,33514,1
60847,33515,1
735(c)(4,33516,1
1margin,33517,1
1673d(d,33518,1
19540,33519,1
b099,33520,1
10130,33521,1
3842,33522,1
aligning,33523,1
10372,33524,1
701(b)(3,33525,1
dutiable,33526,1
nondutiable,33527,1
303(a)(2,33528,1
injure,33529,2
aristech,33530,1
koppers,33531,1
stepan,33532,1
gov,33533,2
oxidor's,33534,1
countervailable,33535,1
feedstock,33536,1
petroquimica,33537,1
pequiven,33538,2
771(5)(a)(ii)(ii,33539,1
nonselective,33540,1
23366,33541,1
355.44(f)(1,33542,1
355.44(f)(2,33543,1
anhiven,33544,1
nonpa,33545,1
sulfate,33546,3
43440,33547,1
sulforca,33548,1
ferralca,33549,1
sulforca's,33550,1
ferralca's,33551,1
43441,33552,1
pequiven's,33553,2
paraxylene,33554,1
metaxylene,33555,1
mixedxylene,33556,1
13269,33557,1
01-18-1986,33558,1
producer/seller,33559,1
nonpreferential,33560,1
incomparable,33561,1
countered,33562,1
fas,33563,1
bounties,33564,1
finexpo,33565,1
preferentiality,33566,1
705(d,33567,1
355.34(d,33568,1
1671d(d,33569,1
19541,33570,1
visting,33571,1
technology's,33572,1
eminent,33573,1
lecture,33574,1
kuyatt,33575,1
divulge,33576,1
divulging,33577,1
19542,33578,1
14387,33579,1
nws,33580,2
modernization,33581,2
313n,33582,1
raygor,33583,1
wx21,33584,1
0391,33585,1
meteorologist,33586,2
meteorologistincharge,33587,1
hoffmann,33588,1
wsfo,33589,2
potter,33590,2
946,33591,1
weatherrelated,33592,1
modernized,33593,1
706(b)(6,33594,1
wfo,33595,1
forecasters,33596,1
radars,33597,1
soundings,33598,1
spotter,33599,1
meteorological,33600,1
commentor's,33601,1
reporters,33602,2
appearances,33603,1
camera,33604,2
immediacy,33605,1
stories,33606,1
wsfo's,33607,1
cooperators,33608,1
climatological,33609,1
regimes,33610,2
satellites,33611,2
imagery,33612,1
asos,33613,1
wsr,33614,1
88d,33615,1
disservice,33616,2
collocating,33617,1
collocation,33618,1
boezi,33619,1
19519,33620,1
071494d,33621,1
934,33622,1
p281c,33623,1
jonathon,33624,1
galveston,33625,1
minke,33626,1
balaenoptera,33627,1
acutorostrata,33628,1
musculus,33629,1
fin,33630,2
physalus,33631,1
sei,33632,1
borealis,33633,1
eschrictius,33634,1
robustus,33635,1
0070,33636,1
21688,33637,1
1668,33638,1
907/586,33639,1
23054,33640,1
photoidentify,33641,1
biopsy,33642,1
dart,33643,1
19432,33644,1
nepal</doctitle,33645,1
nepal,33646,1
01-31-1997,33647,1
rita,33648,3
267948,33649,1
860680,33650,1
130647,33651,1
603541,33652,1
134857,33653,1
304069,33654,1
19473,33655,1
qatar</doctitle,33656,1
qatar,33657,1
33933,33658,1
39797,33659,1
pubished,33660,1
48040,33661,1
370000,33662,1
1restraint,33663,1
151874,33664,1
28776,33665,1
148748,33666,1
deducted/charged,33667,1
151246,33668,1
18599,33669,1
36000,33670,1
60418,33671,1
19474,33672,1
anouncing,33673,1
daly,33674,1
1450,33675,2
26212,33676,1
29781,33677,1
36428,33678,1
19536,33679,1
oocc,33680,1
5189590,33681,1
closedloop,33682,1
sensor,33683,3
multisensor,33684,1
5230848,33685,1
thermochemically,33686,1
5234758,33687,1
5237018,33688,1
5242150,33689,1
servo,33690,1
throttle,33691,1
5247894,33692,1
prosubmarine,33693,1
decoy,33694,2
5248114,33695,1
autopilot,33696,1
5250954,33697,1
colorcoded,33698,1
5251848,33699,1
shuttle,33700,3
5253216,33701,1
countermeasure,33702,2
5255564,33703,1
5257324,33704,1
zerotimedelay,33705,1
5257556,33706,1
torque,33707,4
5258937,33708,1
waveform,33709,1
5259061,33710,1
tuning,33711,1
waveguide,33712,1
5260414,33713,1
spirobislactone,33714,1
acrylate,33715,1
5261151,33716,1
multifilamentary,33717,1
5261300,33718,1
wrench,33719,1
5261344,33720,1
5261616,33721,1
layered,33722,2
multilayered,33723,2
stiffened,33724,1
ribstiffened,33725,1
5262362,33726,1
sio2,33727,1
5262514,33728,1
diimido,33729,1
phthalonitrile,33730,2
diimidodiphthalonitrile,33731,1
5262544,33732,1
dinitro,33733,1
diaza,33734,1
dioxabicyclo(3:3:0,33735,1
octan,33736,1
5263433,33737,1
hydrofoil,33738,1
strut,33739,1
5264511,33740,1
ethynylstyryl,33741,1
monomers,33742,1
5264693,33743,1
microelectronic,33744,2
photomultiplier,33745,2
circuitry,33746,1
5264722,33747,1
nanochannel,33748,2
mesoscopic,33749,1
5265069,33750,1
adhesion,33751,1
5266099,33752,1
spherical,33753,1
porosity,33754,1
5266155,33755,1
fieldemitterarray,33756,1
5266532,33757,1
laserassisted,33758,2
etching,33759,2
halocarbon,33760,1
ambients,33761,2
5266675,33762,1
energetic,33763,1
5267070,33764,1
5267220,33765,1
destruct,33766,1
5267254,33767,1
transverse,33768,1
5268304,33769,1
5268875,33770,1
5268920,33771,1
endpumping,33772,1
5269890,33773,1
5270252,33774,1
silicide,33775,1
schottky,33776,2
betasilicon,33777,1
5270705,33778,1
telemetry,33779,1
selector,33780,2
5270853,33781,1
scattering,33782,2
multiplewave,33783,1
5271076,33784,1
multichannel,33785,3
5271328,33786,1
pendulum,33787,1
projectiles,33788,1
5271332,33789,1
waves,33790,1
5272131,33791,1
cu,33792,1
srcacu-o,33793,1
5272237,33794,1
carborane-(siloxane,33795,1
silane)-unsaturated,33796,1
5272476,33797,1
timedivision,33798,1
5272708,33799,1
twomicron,33800,1
modelocked,33801,1
5272722,33802,1
transceiver,33803,1
5272908,33804,1
ultrasonic,33805,1
interferometer,33806,2
5273465,33807,1
5274103,33808,1
oxadiazoles,33809,1
pentafluorothio,33810,2
sf5,33811,2
5274361,33812,1
5274775,33813,1
5275168,33814,1
timegated,33815,1
densescattering,33816,1
raman,33817,2
5275966,33818,1
5276171,33819,1
azido,33820,1
difloroethanol,33821,1
5276319,33822,1
5276618,33823,1
5276658,33824,1
5276695,33825,1
multifrequency,33826,1
sequenced,33827,1
5278352,33828,1
grounding,33829,2
5278498,33830,1
5278966,33831,1
toroidal,33832,1
5279149,33833,1
dielectric,33834,3
viscometer,33835,1
5279247,33836,1
mast,33837,1
fairing,33838,1
5280287,33839,1
5280335,33840,1
5280761,33841,1
bulbous,33842,1
dome,33843,1
5281274,33844,1
epitaxy,33845,1
ale,33846,1
elemental,33847,7
semidonductors,33848,1
5281672,33849,1
exotherm,33850,1
thermally,33851,2
polymerized,33852,1
5281735,33853,1
disilanoates,33854,1
disilacyclohexadienes,33855,1
5281894,33856,1
gyrotron,33857,1
5282492,33858,1
5282876,33859,1
purifier,33860,1
5282936,33861,1
halogenated,33862,1
polyhalogenated,33863,1
electrified,33864,2
microheterogeneous,33865,2
catalysis,33866,2
5283138,33867,1
5283530,33868,1
5284061,33869,1
5284106,33870,1
5284697,33871,1
zinc/ceramic,33872,1
5285067,33873,1
5285467,33874,1
scalable,33875,1
neodymium,33876,1
doped,33877,2
codoped,33878,1
activator,33879,1
